year,institute_name,academic_program_name,seat_type,gender,opening_rank,closing_rank
2022,IIT Kharagpur,"Applied Geology (4 Years, Bachelor of Science)",ST,Gender-Neutral,1292,1470
2022,IIT Kharagpur,"Applied Geology (4 Years, Bachelor of Science)",ST,Female-only (incl Supernumerary),356,356
2022,IIT Kharagpur,"Architecture (5 Years, Bachelor of Architecture)",OPEN,Gender-Neutral,8632,17664
2022,IIT Kharagpur,"Architecture (5 Years, Bachelor of Architecture)",OPEN,Female-only (incl Supernumerary),21365,24641
2022,IIT Kharagpur,"Architecture (5 Years, Bachelor of Architecture)",EWS,Gender-Neutral,2581,2610
2022,IIT Kharagpur,"Architecture (5 Years, Bachelor of Architecture)",EWS,Female-only (incl Supernumerary),4864,4864
2022,IIT Kharagpur,"Architecture (5 Years, Bachelor of Architecture)",OBC-NCL,Gender-Neutral,5236,6057
2022,IIT Kharagpur,"Architecture (5 Years, Bachelor of Architecture)",SC,Gender-Neutral,1892,3120
2022,IIT Kharagpur,"Architecture (5 Years, Bachelor of Architecture)",SC,Female-only (incl Supernumerary),3970,3970
2022,IIT Kharagpur,"Architecture (5 Years, Bachelor of Architecture)",ST,Gender-Neutral,1247,1297
2022,IIT Kharagpur,"Architecture (5 Years, Bachelor of Architecture)",ST,Female-only (incl Supernumerary),1539,1539
2022,IIT Kharagpur,"Biotechnology and Biochemical Engineering (4 Years, B. Tech)",OPEN,Gender-Neutral,6407,7751
2022,IIT Kharagpur,"Biotechnology and Biochemical Engineering (4 Years, B. Tech)",OPEN,Female-only (incl Supernumerary),12620,13070
2022,IIT Kharagpur,"Biotechnology and Biochemical Engineering (4 Years, B. Tech)",EWS,Gender-Neutral,1418,1437
2022,IIT Kharagpur,"Biotechnology and Biochemical Engineering (4 Years, B. Tech)",EWS,Female-only (incl Supernumerary),2395,2395
2022,IIT Kharagpur,"Biotechnology and Biochemical Engineering (4 Years, B. Tech)",OBC-NCL,Gender-Neutral,2765,3252
2022,IIT Kharagpur,"Biotechnology and Biochemical Engineering (4 Years, B. Tech)",OBC-NCL,Female-only (incl Supernumerary),6644,6644
2022,IIT Kharagpur,"Biotechnology and Biochemical Engineering (4 Years, B. Tech)",SC,Gender-Neutral,1448,1785
2022,IIT Kharagpur,"Biotechnology and Biochemical Engineering (4 Years, B. Tech)",SC,Female-only (incl Supernumerary),3167,3167
2022,IIT Kharagpur,"Biotechnology and Biochemical Engineering (4 Years, B. Tech)",ST,Gender-Neutral,120,942
2022,IIT Kharagpur,"Biotechnology and Biochemical Engineering (5 Years, B. Tech - M.Tech Dual Deg.)",OPEN,Gender-Neutral,7606,9330
2022,IIT Kharagpur,"Biotechnology and Biochemical Engineering (5 Years, B. Tech - M.Tech Dual Deg.)",OPEN,Female-only (incl Supernumerary),13568,15908
2022,IIT Kharagpur,"Biotechnology and Biochemical Engineering (5 Years, B. Tech - M.Tech Dual Deg.)",EWS,Gender-Neutral,1560,1806
2022,IIT Kharagpur,"Biotechnology and Biochemical Engineering (5 Years, B. Tech - M.Tech Dual Deg.)",OBC-NCL,Gender-Neutral,3549,3979
2022,IIT Kharagpur,"Biotechnology and Biochemical Engineering (5 Years, B. Tech - M.Tech Dual Deg.)",OBC-NCL,Female-only (incl Supernumerary),6999,6999
2022,IIT Kharagpur,"Biotechnology and Biochemical Engineering (5 Years, B. Tech - M.Tech Dual Deg.)",SC,Gender-Neutral,824,2045
2022,IIT Kharagpur,"Biotechnology and Biochemical Engineering (5 Years, B. Tech - M.Tech Dual Deg.)",SC,Female-only (incl Supernumerary),3052,3052
2022,IIT Kharagpur,"Biotechnology and Biochemical Engineering (5 Years, B. Tech - M.Tech Dual Deg.)",ST,Gender-Neutral,1009,1241
2022,IIT Kharagpur,"Biotechnology and Biochemical Engineering (5 Years, B. Tech - M.Tech Dual Deg.)",ST,Female-only (incl Supernumerary),846,846
2022,IIT Kharagpur,"Chemical Engineering (4 Years, B. Tech)",OPEN,Gender-Neutral,3659,4846
2022,IIT Kharagpur,"Chemical Engineering (4 Years, B. Tech)",OPEN,Female-only (incl Supernumerary),6608,9398
2022,IIT Kharagpur,"Chemical Engineering (4 Years, B. Tech)",EWS,Gender-Neutral,696,916
2022,IIT Kharagpur,"Chemical Engineering (4 Years, B. Tech)",EWS,Female-only (incl Supernumerary),1676,1676
2022,IIT Kharagpur,"Chemical Engineering (4 Years, B. Tech)",OBC-NCL,Gender-Neutral,1219,2197
2022,IIT Kharagpur,"Chemical Engineering (4 Years, B. Tech)",OBC-NCL,Female-only (incl Supernumerary),4130,4535
2022,IIT Kharagpur,"Chemical Engineering (4 Years, B. Tech)",SC,Gender-Neutral,715,1240
2022,IIT Kharagpur,"Chemical Engineering (4 Years, B. Tech)",SC,Female-only (incl Supernumerary),1631,1908
2022,IIT Kharagpur,"Chemical Engineering (4 Years, B. Tech)",ST,Gender-Neutral,477,669
2022,IIT Kharagpur,"Chemical Engineering (4 Years, B. Tech)",ST,Female-only (incl Supernumerary),687,687
2022,IIT Kharagpur,"Chemical Engineering (5 Years, B. Tech - M.Tech Dual Deg.)",OPEN,Gender-Neutral,5539,6048
2022,IIT Kharagpur,"Chemical Engineering (5 Years, B. Tech - M.Tech Dual Deg.)",OPEN,Female-only (incl Supernumerary),11606,11736
2022,IIT Kharagpur,"Chemical Engineering (5 Years, B. Tech - M.Tech Dual Deg.)",EWS,Gender-Neutral,1039,1179
2022,IIT Kharagpur,"Chemical Engineering (5 Years, B. Tech - M.Tech Dual Deg.)",EWS,Female-only (incl Supernumerary),2098,2098
2022,IIT Kharagpur,"Chemical Engineering (5 Years, B. Tech - M.Tech Dual Deg.)",OBC-NCL,Gender-Neutral,2380,2749
2022,IIT Kharagpur,"Chemical Engineering (5 Years, B. Tech - M.Tech Dual Deg.)",OBC-NCL,Female-only (incl Supernumerary),5640,5932
2022,IIT Kharagpur,"Chemical Engineering (5 Years, B. Tech - M.Tech Dual Deg.)",SC,Gender-Neutral,1368,1520
2022,IIT Kharagpur,"Chemical Engineering (5 Years, B. Tech - M.Tech Dual Deg.)",SC,Female-only (incl Supernumerary),2038,2038
2022,IIT Kharagpur,"Chemical Engineering (5 Years, B. Tech - M.Tech Dual Deg.)",ST,Gender-Neutral,771,821
2022,IIT Kharagpur,"Chemistry (4 Years, Bachelor of Science)",OPEN,Gender-Neutral,9073,12252
2022,IIT Kharagpur,"Chemistry (4 Years, Bachelor of Science)",OPEN,Female-only (incl Supernumerary),18558,19659
2022,IIT Kharagpur,"Chemistry (4 Years, Bachelor of Science)",EWS,Gender-Neutral,1708,2059
2022,IIT Kharagpur,"Chemistry (4 Years, Bachelor of Science)",EWS,Female-only (incl Supernumerary),3854,3854
2022,IIT Kharagpur,"Chemistry (4 Years, Bachelor of Science)",OBC-NCL,Gender-Neutral,3639,4635
2022,IIT Kharagpur,"Chemistry (4 Years, Bachelor of Science)",OBC-NCL,Female-only (incl Supernumerary),7527,8916
2022,IIT Kharagpur,"Chemistry (4 Years, Bachelor of Science)",SC,Gender-Neutral,2350,2816
2022,IIT Kharagpur,"Chemistry (4 Years, Bachelor of Science)",SC,Female-only (incl Supernumerary),3545,3545
2022,IIT Kharagpur,"Chemistry (4 Years, Bachelor of Science)",ST,Gender-Neutral,1164,1461
2022,IIT Kharagpur,"Civil Engineering with any of the listed specialization (5 Years, B. Tech - M.Tech Dual Deg.)",OPEN,Gender-Neutral,5776,7540
2022,IIT Kharagpur,"Civil Engineering with any of the listed specialization (5 Years, B. Tech - M.Tech Dual Deg.)",OPEN,Female-only (incl Supernumerary),15715,16354
2022,IIT Kharagpur,"Civil Engineering with any of the listed specialization (5 Years, B. Tech - M.Tech Dual Deg.)",EWS,Gender-Neutral,1111,1282
2022,IIT Kharagpur,"Civil Engineering with any of the listed specialization (5 Years, B. Tech - M.Tech Dual Deg.)",OBC-NCL,Gender-Neutral,2701,3074
2022,IIT Kharagpur,"Civil Engineering with any of the listed specialization (5 Years, B. Tech - M.Tech Dual Deg.)",OBC-NCL,Female-only (incl Supernumerary),6300,6591
2022,IIT Kharagpur,"Civil Engineering with any of the listed specialization (5 Years, B. Tech - M.Tech Dual Deg.)",SC,Gender-Neutral,1488,1659
2022,IIT Kharagpur,"Civil Engineering with any of the listed specialization (5 Years, B. Tech - M.Tech Dual Deg.)",SC,Female-only (incl Supernumerary),2316,2316
2022,IIT Kharagpur,"Civil Engineering with any of the listed specialization (5 Years, B. Tech - M.Tech Dual Deg.)",ST,Gender-Neutral,528,655
2022,IIT Kharagpur,"Computer Science and Engineering (4 Years, B. Tech)",OPEN,Gender-Neutral,112,303
2022,IIT Kharagpur,"Computer Science and Engineering (4 Years, B. Tech)",OPEN,Female-only (incl Supernumerary),778,905
2022,IIT Kharagpur,"Computer Science and Engineering (4 Years, B. Tech)",OPEN (PwD),Gender-Neutral,14,17
2022,IIT Kharagpur,"Computer Science and Engineering (4 Years, B. Tech)",OPEN (PwD),Female-only (incl Supernumerary),45,45
2022,IIT Kharagpur,"Computer Science and Engineering (4 Years, B. Tech)",EWS,Gender-Neutral,35,52
2022,IIT Kharagpur,"Computer Science and Engineering (4 Years, B. Tech)",EWS (PwD),Gender-Neutral,7,7
2022,IIT Kharagpur,"Computer Science and Engineering (4 Years, B. Tech)",OBC-NCL,Gender-Neutral,89,138
2022,IIT Kharagpur,"Computer Science and Engineering (4 Years, B. Tech)",OBC-NCL,Female-only (incl Supernumerary),250,353
2022,IIT Kharagpur,"Computer Science and Engineering (4 Years, B. Tech)",OBC-NCL (PwD),Gender-Neutral,10,10
2022,IIT Kharagpur,"Computer Science and Engineering (4 Years, B. Tech)",OBC-NCL (PwD),Female-only (incl Supernumerary),49,49
2022,IIT Kharagpur,"Computer Science and Engineering (4 Years, B. Tech)",SC,Gender-Neutral,47,85
2022,IIT Kharagpur,"Computer Science and Engineering (4 Years, B. Tech)",SC,Female-only (incl Supernumerary),131,147
2022,IIT Kharagpur,"Computer Science and Engineering (4 Years, B. Tech)",SC (PwD),Gender-Neutral,5,5
2022,IIT Kharagpur,"Computer Science and Engineering (4 Years, B. Tech)",ST,Gender-Neutral,29,39
2022,IIT Kharagpur,"Computer Science and Engineering (4 Years, B. Tech)",ST,Female-only (incl Supernumerary),140,140
2022,IIT Kharagpur,"Computer Science and Engineering (5 Years, B. Tech - M.Tech Dual Deg.)",OPEN,Gender-Neutral,319,526
2022,IIT Kharagpur,"Computer Science and Engineering (5 Years, B. Tech - M.Tech Dual Deg.)",OPEN,Female-only (incl Supernumerary),982,1256
2022,IIT Kharagpur,"Computer Science and Engineering (5 Years, B. Tech - M.Tech Dual Deg.)",OPEN (PwD),Gender-Neutral,36,36
2022,IIT Kharagpur,"Computer Science and Engineering (5 Years, B. Tech - M.Tech Dual Deg.)",EWS,Gender-Neutral,83,102
2022,IIT Kharagpur,"Computer Science and Engineering (5 Years, B. Tech - M.Tech Dual Deg.)",EWS,Female-only (incl Supernumerary),360,360
2022,IIT Kharagpur,"Computer Science and Engineering (5 Years, B. Tech - M.Tech Dual Deg.)",OBC-NCL,Gender-Neutral,153,326
2022,IIT Kharagpur,"Computer Science and Engineering (5 Years, B. Tech - M.Tech Dual Deg.)",OBC-NCL,Female-only (incl Supernumerary),752,914
2022,IIT Kharagpur,"Computer Science and Engineering (5 Years, B. Tech - M.Tech Dual Deg.)",OBC-NCL (PwD),Gender-Neutral,16,16
2022,IIT Kharagpur,"Computer Science and Engineering (5 Years, B. Tech - M.Tech Dual Deg.)",SC,Gender-Neutral,59,143
2022,IIT Kharagpur,"Computer Science and Engineering (5 Years, B. Tech - M.Tech Dual Deg.)",SC,Female-only (incl Supernumerary),338,510
2022,IIT Kharagpur,"Computer Science and Engineering (5 Years, B. Tech - M.Tech Dual Deg.)",ST,Gender-Neutral,50,79
2022,IIT Kharagpur,"Computer Science and Engineering (5 Years, B. Tech - M.Tech Dual Deg.)",ST,Female-only (incl Supernumerary),280,280
2022,IIT Kharagpur,"Economics (4 Years, Bachelor of Science)",OPEN,Gender-Neutral,4262,6173
2022,IIT Kharagpur,"Economics (4 Years, Bachelor of Science)",OPEN,Female-only (incl Supernumerary),7712,9527
2022,IIT Kharagpur,"Economics (4 Years, Bachelor of Science)",EWS,Gender-Neutral,818,1165
2022,IIT Kharagpur,"Economics (4 Years, Bachelor of Science)",EWS,Female-only (incl Supernumerary),1699,1699
2022,IIT Kharagpur,"Economics (4 Years, Bachelor of Science)",OBC-NCL,Gender-Neutral,2086,2850
2022,IIT Kharagpur,"Economics (4 Years, Bachelor of Science)",OBC-NCL,Female-only (incl Supernumerary),3615,6465
2022,IIT Kharagpur,"Economics (4 Years, Bachelor of Science)",SC,Gender-Neutral,1118,1848
2022,IIT Kharagpur,"Economics (4 Years, Bachelor of Science)",SC,Female-only (incl Supernumerary),2205,2205
2022,IIT Kharagpur,"Economics (4 Years, Bachelor of Science)",ST,Gender-Neutral,819,1132
2022,IIT Kharagpur,"Economics (4 Years, Bachelor of Science)",ST,Female-only (incl Supernumerary),835,835
2022,IIT Kharagpur,"Electrical Engineering (4 Years, B. Tech)",OPEN,Gender-Neutral,1288,1805
2022,IIT Kharagpur,"Electrical Engineering (4 Years, B. Tech)",OPEN,Female-only (incl Supernumerary),3052,3785
2022,IIT Kharagpur,"Electrical Engineering (4 Years, B. Tech)",OPEN (PwD),Gender-Neutral,77,77
2022,IIT Kharagpur,"Electrical Engineering (4 Years, B. Tech)",EWS,Gender-Neutral,288,326
2022,IIT Kharagpur,"Electrical Engineering (4 Years, B. Tech)",EWS,Female-only (incl Supernumerary),502,502
2022,IIT Kharagpur,"Electrical Engineering (4 Years, B. Tech)",EWS (PwD),Gender-Neutral,19,19
2022,IIT Kharagpur,"Electrical Engineering (4 Years, B. Tech)",OBC-NCL,Gender-Neutral,594,851
2022,IIT Kharagpur,"Electrical Engineering (4 Years, B. Tech)",OBC-NCL,Female-only (incl Supernumerary),1761,2296
2022,IIT Kharagpur,"Electrical Engineering (4 Years, B. Tech)",OBC-NCL (PwD),Gender-Neutral,54,54
2022,IIT Kharagpur,"Electrical Engineering (4 Years, B. Tech)",SC,Gender-Neutral,311,450
2022,IIT Kharagpur,"Electrical Engineering (4 Years, B. Tech)",SC,Female-only (incl Supernumerary),803,934
2022,IIT Kharagpur,"Electrical Engineering (4 Years, B. Tech)",ST,Gender-Neutral,212,288
2022,IIT Kharagpur,"Electrical Engineering (4 Years, B. Tech)",ST,Female-only (incl Supernumerary),382,382
2022,IIT Kharagpur,"Electrical Engineering with M.Tech. in any of the listed specializations (5 Years, B. Tech - M.Tech Dual Deg.)",OPEN,Gender-Neutral,1835,2314
2022,IIT Kharagpur,"Electrical Engineering with M.Tech. in any of the listed specializations (5 Years, B. Tech - M.Tech Dual Deg.)",OPEN,Female-only (incl Supernumerary),3970,5059
2022,IIT Kharagpur,"Electrical Engineering with M.Tech. in any of the listed specializations (5 Years, B. Tech - M.Tech Dual Deg.)",EWS,Gender-Neutral,395,471
2022,IIT Kharagpur,"Electrical Engineering with M.Tech. in any of the listed specializations (5 Years, B. Tech - M.Tech Dual Deg.)",EWS,Female-only (incl Supernumerary),898,898
2022,IIT Kharagpur,"Electrical Engineering with M.Tech. in any of the listed specializations (5 Years, B. Tech - M.Tech Dual Deg.)",OBC-NCL,Gender-Neutral,942,1151
2022,IIT Kharagpur,"Electrical Engineering with M.Tech. in any of the listed specializations (5 Years, B. Tech - M.Tech Dual Deg.)",OBC-NCL,Female-only (incl Supernumerary),2540,2540
2022,IIT Kharagpur,"Electrical Engineering with M.Tech. in any of the listed specializations (5 Years, B. Tech - M.Tech Dual Deg.)",SC,Gender-Neutral,461,712
2022,IIT Kharagpur,"Electrical Engineering with M.Tech. in any of the listed specializations (5 Years, B. Tech - M.Tech Dual Deg.)",SC,Female-only (incl Supernumerary),1308,1308
2022,IIT Kharagpur,"Electrical Engineering with M.Tech. in any of the listed specializations (5 Years, B. Tech - M.Tech Dual Deg.)",ST,Gender-Neutral,407,417
2022,IIT Kharagpur,"Electronics and Electrical Communication Engineering (4 Years, B. Tech)",OPEN,Gender-Neutral,434,1145
2022,IIT Kharagpur,"Electronics and Electrical Communication Engineering (4 Years, B. Tech)",OPEN,Female-only (incl Supernumerary),1654,2410
2022,IIT Kharagpur,"Electronics and Electrical Communication Engineering (4 Years, B. Tech)",OPEN (PwD),Gender-Neutral,31,70
2022,IIT Kharagpur,"Electronics and Electrical Communication Engineering (4 Years, B. Tech)",OPEN (PwD),Female-only (incl Supernumerary),85,85
2022,IIT Kharagpur,"Electronics and Electrical Communication Engineering (4 Years, B. Tech)",EWS,Gender-Neutral,133,194
2022,IIT Kharagpur,"Electronics and Electrical Communication Engineering (4 Years, B. Tech)",EWS,Female-only (incl Supernumerary),476,485
2022,IIT Kharagpur,"Electronics and Electrical Communication Engineering (4 Years, B. Tech)",EWS (PwD),Gender-Neutral,14,14
2022,IIT Kharagpur,"Electronics and Electrical Communication Engineering (4 Years, B. Tech)",OBC-NCL,Gender-Neutral,235,510
2022,IIT Kharagpur,"Electronics and Electrical Communication Engineering (4 Years, B. Tech)",OBC-NCL,Female-only (incl Supernumerary),484,1252
2022,IIT Kharagpur,"Electronics and Electrical Communication Engineering (4 Years, B. Tech)",OBC-NCL (PwD),Gender-Neutral,40,40
2022,IIT Kharagpur,"Electronics and Electrical Communication Engineering (4 Years, B. Tech)",SC,Gender-Neutral,144,251
2022,IIT Kharagpur,"Electronics and Electrical Communication Engineering (4 Years, B. Tech)",SC,Female-only (incl Supernumerary),537,537
2022,IIT Kharagpur,"Electronics and Electrical Communication Engineering (4 Years, B. Tech)",ST,Gender-Neutral,67,173
2022,IIT Kharagpur,"Electronics and Electrical Communication Engineering (4 Years, B. Tech)",ST,Female-only (incl Supernumerary),238,238
2022,IIT Kharagpur,"Electronics and Electrical Communication Engineering with M.Tech. in any of the listed specializations (5 Years, B. Tech - M.Tech Dual Deg.)",OPEN,Gender-Neutral,1222,1637
2022,IIT Kharagpur,"Electronics and Electrical Communication Engineering with M.Tech. in any of the listed specializations (5 Years, B. Tech - M.Tech Dual Deg.)",OPEN,Female-only (incl Supernumerary),2632,3432
2022,IIT Kharagpur,"Electronics and Electrical Communication Engineering with M.Tech. in any of the listed specializations (5 Years, B. Tech - M.Tech Dual Deg.)",OPEN (PwD),Gender-Neutral,68,68
2022,IIT Kharagpur,"Electronics and Electrical Communication Engineering with M.Tech. in any of the listed specializations (5 Years, B. Tech - M.Tech Dual Deg.)",EWS,Gender-Neutral,260,320
2022,IIT Kharagpur,"Electronics and Electrical Communication Engineering with M.Tech. in any of the listed specializations (5 Years, B. Tech - M.Tech Dual Deg.)",EWS,Female-only (incl Supernumerary),688,688
2022,IIT Kharagpur,"Electronics and Electrical Communication Engineering with M.Tech. in any of the listed specializations (5 Years, B. Tech - M.Tech Dual Deg.)",OBC-NCL,Gender-Neutral,543,889
2022,IIT Kharagpur,"Electronics and Electrical Communication Engineering with M.Tech. in any of the listed specializations (5 Years, B. Tech - M.Tech Dual Deg.)",OBC-NCL,Female-only (incl Supernumerary),1641,1654
2022,IIT Kharagpur,"Electronics and Electrical Communication Engineering with M.Tech. in any of the listed specializations (5 Years, B. Tech - M.Tech Dual Deg.)",OBC-NCL (PwD),Gender-Neutral,45,45
2022,IIT Kharagpur,"Electronics and Electrical Communication Engineering with M.Tech. in any of the listed specializations (5 Years, B. Tech - M.Tech Dual Deg.)",SC,Gender-Neutral,289,523
2022,IIT Kharagpur,"Electronics and Electrical Communication Engineering with M.Tech. in any of the listed specializations (5 Years, B. Tech - M.Tech Dual Deg.)",SC,Female-only (incl Supernumerary),797,855
2022,IIT Kharagpur,"Electronics and Electrical Communication Engineering with M.Tech. in any of the listed specializations (5 Years, B. Tech - M.Tech Dual Deg.)",ST,Gender-Neutral,248,357
2022,IIT Kharagpur,"Electronics and Electrical Communication Engineering with M.Tech. in any of the listed specializations (5 Years, B. Tech - M.Tech Dual Deg.)",ST,Female-only (incl Supernumerary),394,394
2022,IIT Kharagpur,"Exploration Geophysics (4 Years, Bachelor of Science)",OPEN,Gender-Neutral,8524,11592
2022,IIT Kharagpur,"Exploration Geophysics (4 Years, Bachelor of Science)",OPEN,Female-only (incl Supernumerary),18575,20790
2022,IIT Kharagpur,"Exploration Geophysics (4 Years, Bachelor of Science)",EWS,Gender-Neutral,1642,1918
2022,IIT Kharagpur,"Exploration Geophysics (4 Years, Bachelor of Science)",EWS,Female-only (incl Supernumerary),3627,3627
2022,IIT Kharagpur,"Exploration Geophysics (4 Years, Bachelor of Science)",OBC-NCL,Gender-Neutral,4180,4907
2022,IIT Kharagpur,"Exploration Geophysics (4 Years, Bachelor of Science)",OBC-NCL,Female-only (incl Supernumerary),8735,8851
2022,IIT Kharagpur,"Exploration Geophysics (4 Years, Bachelor of Science)",SC,Gender-Neutral,2369,2664
2022,IIT Kharagpur,"Exploration Geophysics (4 Years, Bachelor of Science)",SC,Female-only (incl Supernumerary),3867,3867
2022,IIT Kharagpur,"Exploration Geophysics (4 Years, Bachelor of Science)",ST,Gender-Neutral,1174,1465
2022,IIT Kharagpur,"Exploration Geophysics (4 Years, Bachelor of Science)",ST,Female-only (incl Supernumerary),1550,1550
2022,IIT Kharagpur,"Industrial and Systems Engineering (4 Years, B. Tech)",OPEN,Gender-Neutral,3256,4307
2022,IIT Kharagpur,"Industrial and Systems Engineering (4 Years, B. Tech)",OPEN,Female-only (incl Supernumerary),8027,9190
2022,IIT Kharagpur,"Industrial and Systems Engineering (4 Years, B. Tech)",OPEN (PwD),Gender-Neutral,159,159
2022,IIT Kharagpur,"Industrial and Systems Engineering (4 Years, B. Tech)",EWS,Gender-Neutral,813,885
2022,IIT Kharagpur,"Industrial and Systems Engineering (4 Years, B. Tech)",EWS,Female-only (incl Supernumerary),1889,1889
2022,IIT Kharagpur,"Industrial and Systems Engineering (4 Years, B. Tech)",OBC-NCL,Gender-Neutral,1407,2049
2022,IIT Kharagpur,"Industrial and Systems Engineering (4 Years, B. Tech)",OBC-NCL,Female-only (incl Supernumerary),4418,4685
2022,IIT Kharagpur,"Industrial and Systems Engineering (4 Years, B. Tech)",SC,Gender-Neutral,767,1189
2022,IIT Kharagpur,"Industrial and Systems Engineering (4 Years, B. Tech)",SC,Female-only (incl Supernumerary),1610,1610
2022,IIT Kharagpur,"Industrial and Systems Engineering (4 Years, B. Tech)",ST,Gender-Neutral,510,698
2022,IIT Kharagpur,"Industrial and Systems Engineering (4 Years, B. Tech)",ST,Female-only (incl Supernumerary),605,605
2022,IIT Kharagpur,"Industrial and Systems Engineering with M.Tech. in Industrial and Systems Engineering and Management (5 Years, B. Tech - M.Tech Dual Deg.)",OPEN,Gender-Neutral,4349,4991
2022,IIT Kharagpur,"Industrial and Systems Engineering with M.Tech. in Industrial and Systems Engineering and Management (5 Years, B. Tech - M.Tech Dual Deg.)",OPEN,Female-only (incl Supernumerary),10059,12126
2022,IIT Kharagpur,"Industrial and Systems Engineering with M.Tech. in Industrial and Systems Engineering and Management (5 Years, B. Tech - M.Tech Dual Deg.)",EWS,Gender-Neutral,1014,1157
2022,IIT Kharagpur,"Industrial and Systems Engineering with M.Tech. in Industrial and Systems Engineering and Management (5 Years, B. Tech - M.Tech Dual Deg.)",OBC-NCL,Gender-Neutral,2124,2351
2022,IIT Kharagpur,"Industrial and Systems Engineering with M.Tech. in Industrial and Systems Engineering and Management (5 Years, B. Tech - M.Tech Dual Deg.)",OBC-NCL,Female-only (incl Supernumerary),5740,5740
2022,IIT Kharagpur,"Industrial and Systems Engineering with M.Tech. in Industrial and Systems Engineering and Management (5 Years, B. Tech - M.Tech Dual Deg.)",SC,Gender-Neutral,1283,1455
2022,IIT Kharagpur,"Industrial and Systems Engineering with M.Tech. in Industrial and Systems Engineering and Management (5 Years, B. Tech - M.Tech Dual Deg.)",SC,Female-only (incl Supernumerary),2414,2414
2022,IIT Kharagpur,"Industrial and Systems Engineering with M.Tech. in Industrial and Systems Engineering and Management (5 Years, B. Tech - M.Tech Dual Deg.)",ST,Gender-Neutral,900,965
2022,IIT Kharagpur,"Instrumentation Engineering (4 Years, B. Tech)",OPEN,Gender-Neutral,1993,2533
2022,IIT Kharagpur,"Instrumentation Engineering (4 Years, B. Tech)",OPEN,Female-only (incl Supernumerary),5373,5533
2022,IIT Kharagpur,"Instrumentation Engineering (4 Years, B. Tech)",OPEN (PwD),Gender-Neutral,90,90
2022,IIT Kharagpur,"Instrumentation Engineering (4 Years, B. Tech)",EWS,Gender-Neutral,363,513
2022,IIT Kharagpur,"Instrumentation Engineering (4 Years, B. Tech)",EWS,Female-only (incl Supernumerary),1242,1242
2022,IIT Kharagpur,"Instrumentation Engineering (4 Years, B. Tech)",OBC-NCL,Gender-Neutral,1126,1360
2022,IIT Kharagpur,"Instrumentation Engineering (4 Years, B. Tech)",OBC-NCL,Female-only (incl Supernumerary),3965,4093
2022,IIT Kharagpur,"Instrumentation Engineering (4 Years, B. Tech)",SC,Gender-Neutral,379,733
2022,IIT Kharagpur,"Instrumentation Engineering (4 Years, B. Tech)",SC,Female-only (incl Supernumerary),1836,1836
2022,IIT Kharagpur,"Instrumentation Engineering (4 Years, B. Tech)",ST,Gender-Neutral,428,469
2022,IIT Kharagpur,"Instrumentation Engineering (4 Years, B. Tech)",ST,Female-only (incl Supernumerary),751,751
2022,IIT Kharagpur,"Manufacturing Science and Engineering (4 Years, B. Tech)",OPEN,Gender-Neutral,4822,5858
2022,IIT Kharagpur,"Manufacturing Science and Engineering (4 Years, B. Tech)",OPEN,Female-only (incl Supernumerary),12302,12657
2022,IIT Kharagpur,"Manufacturing Science and Engineering (4 Years, B. Tech)",EWS,Gender-Neutral,1071,1249
2022,IIT Kharagpur,"Manufacturing Science and Engineering (4 Years, B. Tech)",EWS,Female-only (incl Supernumerary),2648,2648
2022,IIT Kharagpur,"Manufacturing Science and Engineering (4 Years, B. Tech)",OBC-NCL,Gender-Neutral,2667,3022
2022,IIT Kharagpur,"Manufacturing Science and Engineering (4 Years, B. Tech)",OBC-NCL,Female-only (incl Supernumerary),6133,6490
2022,IIT Kharagpur,"Manufacturing Science and Engineering (4 Years, B. Tech)",SC,Gender-Neutral,1463,1802
2022,IIT Kharagpur,"Manufacturing Science and Engineering (4 Years, B. Tech)",SC,Female-only (incl Supernumerary),3068,3068
2022,IIT Kharagpur,"Manufacturing Science and Engineering (4 Years, B. Tech)",ST,Gender-Neutral,592,870
2022,IIT Kharagpur,"Manufacturing Science and Engineering (4 Years, B. Tech)",ST,Female-only (incl Supernumerary),1326,1326
2022,IIT Kharagpur,"Manufacturing Science and Engineering with M.Tech. in Industrial and Systems Engineering and Management (5 Years, B. Tech - M.Tech Dual Deg.)",OPEN,Gender-Neutral,6063,6924
2022,IIT Kharagpur,"Manufacturing Science and Engineering with M.Tech. in Industrial and Systems Engineering and Management (5 Years, B. Tech - M.Tech Dual Deg.)",OPEN,Female-only (incl Supernumerary),13902,15722
2022,IIT Kharagpur,"Manufacturing Science and Engineering with M.Tech. in Industrial and Systems Engineering and Management (5 Years, B. Tech - M.Tech Dual Deg.)",EWS,Gender-Neutral,1399,1427
2022,IIT Kharagpur,"Manufacturing Science and Engineering with M.Tech. in Industrial and Systems Engineering and Management (5 Years, B. Tech - M.Tech Dual Deg.)",OBC-NCL,Gender-Neutral,3025,3234
2022,IIT Kharagpur,"Manufacturing Science and Engineering with M.Tech. in Industrial and Systems Engineering and Management (5 Years, B. Tech - M.Tech Dual Deg.)",OBC-NCL,Female-only (incl Supernumerary),5914,5914
2022,IIT Kharagpur,"Manufacturing Science and Engineering with M.Tech. in Industrial and Systems Engineering and Management (5 Years, B. Tech - M.Tech Dual Deg.)",SC,Gender-Neutral,1483,1858
